,Monthlycharges,Totalcharges,Multiplelines_0,Multiplelines_1,Multiplelines_2,Multiplelines_3,Multiplelines_4,Multiplelines_5,Multiplelines_6,Internetservice_0,Internetservice_1,Internetservice_2,Internetservice_3,Internetservice_4,Internetservice_5,Internetservice_6,Contract_0,Contract_1,Contract_2,Contract_3,Contract_4,Contract_5,Contract_6,Paymentmethod_0,Paymentmethod_1,Paymentmethod_2,Paymentmethod_3,Paymentmethod_4,Paymentmethod_5,Paymentmethod_6,CreatedTenure_0,CreatedTenure_1,CreatedTenure_2,CreatedTenure_3,CreatedTenure_4,CreatedTenure_5,CreatedTenure_6,Gender_Female,Gender_Male,Seniorcitizen_No,Seniorcitizen_Yes,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,Phoneservice_No,Phoneservice_Yes,Onlinesecurity_No,Onlinesecurity_Yes,Onlinebackup_No,Onlinebackup_Yes,Deviceprotection_No,Deviceprotection_Yes,Techsupport_No,Techsupport_Yes,Streamingtv_No,Streamingtv_Yes,Streamingmovies_No,Streamingmovies_Yes,Paperlessbilling_No,Paperlessbilling_Yes
658,20.35,697.65,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,1,1,1,0,3,1,3,2,4,0,0,3,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
659,24.25,96.05,0,2,0,0,1,1,1,2,2,0,2,2,0,0,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
660,45.25,428.7,2,1,2,2,0,2,0,2,2,0,2,2,0,0,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
661,20.05,20.05,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
662,69.55,4459.15,1,0,1,1,2,0,2,2,2,0,2,2,0,0,1,2,2,1,1,0,1,2,2,2,2,1,2,2,1,1,2,3,4,4,3,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1
663,19.5,1167.6,2,1,2,2,0,2,0,0,1,1,1,0,2,2,1,2,2,1,1,0,1,1,1,1,0,3,1,3,3,2,3,2,0,2,2,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
664,74.75,238.1,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1
665,69.65,145.15,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
666,30.2,1453.1,0,2,0,0,1,1,1,2,2,0,2,2,0,0,2,1,0,0,0,2,0,1,1,1,0,3,1,3,3,2,3,2,0,2,2,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
667,45.65,191.05,2,1,2,2,0,2,0,2,2,0,2,2,0,0,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
668,57.8,4039.3,0,2,0,0,1,1,1,2,2,0,2,2,0,0,1,2,2,1,1,0,1,1,1,1,0,3,1,3,1,1,2,3,4,4,3,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
669,19.85,1039.45,2,1,2,2,0,2,0,0,1,1,1,0,2,2,0,0,1,2,2,1,2,1,1,1,0,3,1,3,3,2,3,2,0,2,2,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
670,25.55,1336.1,1,0,1,1,2,0,2,0,1,1,1,0,2,2,1,2,2,1,1,0,1,3,3,3,3,0,0,1,3,2,3,2,0,2,2,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
671,75.05,75.05,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
672,24.85,493.4,1,0,1,1,2,0,2,0,1,1,1,0,2,2,2,1,0,0,0,2,0,3,3,3,3,0,0,1,0,0,4,4,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
673,49.15,2550.9,0,2,0,0,1,1,1,2,2,0,2,2,0,0,2,1,0,0,0,2,0,0,0,0,1,2,3,0,3,2,3,2,0,2,2,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1
674,110.35,7246.15,1,0,1,1,2,0,2,1,0,2,0,1,1,1,1,2,2,1,1,0,1,0,0,0,1,2,3,0,1,1,2,3,4,4,3,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
675,24.55,1203.95,1,0,1,1,2,0,2,0,1,1,1,0,2,2,0,0,1,2,2,1,2,1,1,1,0,3,1,3,2,4,0,0,3,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
676,34.7,62.25,0,2,0,0,1,1,1,2,2,0,2,2,0,0,2,1,0,0,0,2,0,0,0,0,1,2,3,0,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
677,107.95,313.6,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0
678,81.4,3775.85,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,1,1,1,0,3,1,3,2,4,0,0,3,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0
679,80.0,80.0,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,4,3,1,1,2,3,4,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
680,73.8,4616.05,2,1,2,2,0,2,0,2,2,0,2,2,0,0,1,2,2,1,1,0,1,1,1,1,0,3,1,3,1,1,2,3,4,4,3,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
681,64.4,195.65,2,1,2,2,0,2,0,2,2,0,2,2,0,0,2,1,0,0,0,2,0,3,3,3,3,0,0,1,4,3,1,1,2,3,4,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1
682,103.75,4188.4,1,0,1,1,2,0,2,1,0,2,0,1,1,1,0,0,1,2,2,1,2,3,3,3,3,0,0,1,2,4,0,0,3,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
683,71.1,71.1,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
684,49.9,49.9,2,1,2,2,0,2,0,2,2,0,2,2,0,0,2,1,0,0,0,2,0,0,0,0,1,2,3,0,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1
685,24.6,1266.4,1,0,1,1,2,0,2,0,1,1,1,0,2,2,0,0,1,2,2,1,2,1,1,1,0,3,1,3,3,2,3,2,0,2,2,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
686,49.25,91.1,2,1,2,2,0,2,0,2,2,0,2,2,0,0,2,1,0,0,0,2,0,0,0,0,1,2,3,0,4,3,1,1,2,3,4,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1
687,30.1,1623.4,0,2,0,0,1,1,1,2,2,0,2,2,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,2,3,2,0,2,2,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
688,83.4,4149.45,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,1,1,1,0,3,1,3,3,2,3,2,0,2,2,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
689,20.45,20.45,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
690,75.25,2344.5,1,0,1,1,2,0,2,2,2,0,2,2,0,0,0,0,1,2,2,1,2,1,1,1,0,3,1,3,2,4,0,0,3,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1
691,20.55,1013.05,2,1,2,2,0,2,0,0,1,1,1,0,2,2,0,0,1,2,2,1,2,3,3,3,3,0,0,1,2,4,0,0,3,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
692,75.1,270.7,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,3,3,3,3,0,0,1,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
693,20.05,417.0,2,1,2,2,0,2,0,0,1,1,1,0,2,2,0,0,1,2,2,1,2,2,2,2,2,1,2,2,0,0,4,4,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
694,20.65,20.65,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
695,85.15,6316.2,1,0,1,1,2,0,2,2,2,0,2,2,0,0,1,2,2,1,1,0,1,1,1,1,0,3,1,3,1,1,2,3,4,4,3,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
696,50.15,168.15,2,1,2,2,0,2,0,2,2,0,2,2,0,0,2,1,0,0,0,2,0,0,0,0,1,2,3,0,4,3,1,1,2,3,4,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1
697,84.95,4018.05,2,1,2,2,0,2,0,1,0,2,0,1,1,1,0,0,1,2,2,1,2,1,1,1,0,3,1,3,2,4,0,0,3,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1
698,66.5,4811.6,1,0,1,1,2,0,2,2,2,0,2,2,0,0,1,2,2,1,1,0,1,3,3,3,3,0,0,1,1,1,2,3,4,4,3,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1
699,63.3,4189.7,1,0,1,1,2,0,2,2,2,0,2,2,0,0,1,2,2,1,1,0,1,1,1,1,0,3,1,3,1,1,2,3,4,4,3,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1
700,83.15,2848.45,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,2,4,0,0,3,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0
701,84.9,2516.2,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,2,4,0,0,3,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
702,20.55,33.6,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
703,49.25,208.45,2,1,2,2,0,2,0,2,2,0,2,2,0,0,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0
704,79.85,2015.35,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,1,1,1,0,3,1,3,2,4,0,0,3,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1
705,59.6,3739.8,2,1,2,2,0,2,0,2,2,0,2,2,0,0,1,2,2,1,1,0,1,2,2,2,2,1,2,2,1,1,2,3,4,4,3,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1
706,104.65,2964.0,1,0,1,1,2,0,2,1,0,2,0,1,1,1,0,0,1,2,2,1,2,1,1,1,0,3,1,3,2,4,0,0,3,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1
707,75.3,2263.4,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,3,3,3,3,0,0,1,2,4,0,0,3,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1
708,80.1,2211.8,1,0,1,1,2,0,2,2,2,0,2,2,0,0,2,1,0,0,0,2,0,3,3,3,3,0,0,1,2,4,0,0,3,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0
709,19.55,19.55,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
710,81.0,1683.7,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,2,2,2,2,1,2,2,0,0,4,4,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1
711,24.7,1519.0,1,0,1,1,2,0,2,0,1,1,1,0,2,2,1,2,2,1,1,0,1,3,3,3,3,0,0,1,3,2,3,2,0,2,2,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
712,86.0,1164.05,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,2,2,2,2,1,2,2,0,0,4,4,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1
713,25.4,1710.9,1,0,1,1,2,0,2,0,1,1,1,0,2,2,1,2,2,1,1,0,1,2,2,2,2,1,2,2,1,1,2,3,4,4,3,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
714,89.15,4245.55,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,3,3,3,3,0,0,1,2,4,0,0,3,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1
715,58.25,4145.9,0,2,0,0,1,1,1,2,2,0,2,2,0,0,1,2,2,1,1,0,1,1,1,1,0,3,1,3,1,1,2,3,4,4,3,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
716,85.65,2664.3,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,1,1,1,0,3,1,3,2,4,0,0,3,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
717,50.35,1277.5,0,2,0,0,1,1,1,2,2,0,2,2,0,0,2,1,0,0,0,2,0,3,3,3,3,0,0,1,2,4,0,0,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1
718,80.35,5589.3,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,3,3,3,3,0,0,1,1,1,2,3,4,4,3,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1
719,20.2,34.75,2,1,2,2,0,2,0,0,1,1,1,0,2,2,0,0,1,2,2,1,2,2,2,2,2,1,2,2,4,3,1,1,2,3,4,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
720,20.55,1305.95,2,1,2,2,0,2,0,0,1,1,1,0,2,2,1,2,2,1,1,0,1,3,3,3,3,0,0,1,1,1,2,3,4,4,3,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
721,85.95,381.3,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,4,3,1,1,2,3,4,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
722,45.35,141.5,2,1,2,2,0,2,0,2,2,0,2,2,0,0,2,1,0,0,0,2,0,0,0,0,1,2,3,0,4,3,1,1,2,3,4,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
723,94.5,3105.55,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,2,4,0,0,3,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
724,21.25,204.55,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
725,26.25,605.9,1,0,1,1,2,0,2,0,1,1,1,0,2,2,1,2,2,1,1,0,1,2,2,2,2,1,2,2,0,0,4,4,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
726,80.85,356.1,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,4,3,1,1,2,3,4,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1
727,91.7,2758.15,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,3,3,3,3,0,0,1,2,4,0,0,3,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0
728,74.2,4805.65,1,0,1,1,2,0,2,2,2,0,2,2,0,0,1,2,2,1,1,0,1,3,3,3,3,0,0,1,1,1,2,3,4,4,3,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1
729,87.25,3941.7,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,2,4,0,0,3,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1
730,20.35,92.75,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
731,75.5,1901.05,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,2,4,0,0,3,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1
732,79.05,5730.7,1,0,1,1,2,0,2,1,0,2,0,1,1,1,1,2,2,1,1,0,1,1,1,1,0,3,1,3,1,1,2,3,4,4,3,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
733,90.15,2423.4,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,1,1,1,0,3,1,3,2,4,0,0,3,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
734,50.6,1653.45,0,2,0,0,1,1,1,2,2,0,2,2,0,0,2,1,0,0,0,2,0,3,3,3,3,0,0,1,2,4,0,0,3,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0
735,110.45,3327.05,1,0,1,1,2,0,2,1,0,2,0,1,1,1,0,0,1,2,2,1,2,3,3,3,3,0,0,1,2,4,0,0,3,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
736,101.0,7085.5,2,1,2,2,0,2,0,1,0,2,0,1,1,1,1,2,2,1,1,0,1,3,3,3,3,0,0,1,1,1,2,3,4,4,3,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0
737,79.35,3344.1,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,1,1,1,0,3,1,3,2,4,0,0,3,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1
738,89.85,6697.35,1,0,1,1,2,0,2,2,2,0,2,2,0,0,1,2,2,1,1,0,1,1,1,1,0,3,1,3,1,1,2,3,4,4,3,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
739,65.0,2879.9,1,0,1,1,2,0,2,2,2,0,2,2,0,0,1,2,2,1,1,0,1,2,2,2,2,1,2,2,2,4,0,0,3,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1
740,80.45,137.1,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1
741,98.55,1008.55,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,4,3,1,1,2,3,4,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0
742,24.1,1551.6,1,0,1,1,2,0,2,0,1,1,1,0,2,2,1,2,2,1,1,0,1,2,2,2,2,1,2,2,1,1,2,3,4,4,3,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
743,44.05,202.15,2,1,2,2,0,2,0,2,2,0,2,2,0,0,2,1,0,0,0,2,0,3,3,3,3,0,0,1,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
744,110.8,7882.25,1,0,1,1,2,0,2,1,0,2,0,1,1,1,1,2,2,1,1,0,1,3,3,3,3,0,0,1,1,1,2,3,4,4,3,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
745,114.95,8196.4,1,0,1,1,2,0,2,1,0,2,0,1,1,1,1,2,2,1,1,0,1,1,1,1,0,3,1,3,1,1,2,3,4,4,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
746,75.05,202.9,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
747,19.25,855.1,2,1,2,2,0,2,0,0,1,1,1,0,2,2,1,2,2,1,1,0,1,2,2,2,2,1,2,2,2,4,0,0,3,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
748,90.05,5817.0,2,1,2,2,0,2,0,1,0,2,0,1,1,1,0,0,1,2,2,1,2,3,3,3,3,0,0,1,1,1,2,3,4,4,3,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1
749,56.7,1652.95,2,1,2,2,0,2,0,2,2,0,2,2,0,0,2,1,0,0,0,2,0,2,2,2,2,1,2,2,2,4,0,0,3,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1
750,80.15,5600.15,2,1,2,2,0,2,0,2,2,0,2,2,0,0,1,2,2,1,1,0,1,3,3,3,3,0,0,1,1,1,2,3,4,4,3,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1
751,71.35,515.75,2,1,2,2,0,2,0,2,2,0,2,2,0,0,2,1,0,0,0,2,0,3,3,3,3,0,0,1,4,3,1,1,2,3,4,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1
752,90.35,190.5,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,4,3,1,1,2,3,4,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0
753,98.55,1842.8,1,0,1,1,2,0,2,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,0,0,4,4,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1
754,19.7,1253.8,2,1,2,2,0,2,0,0,1,1,1,0,2,2,1,2,2,1,1,0,1,1,1,1,0,3,1,3,1,1,2,3,4,4,3,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
755,19.85,57.2,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
756,85.9,1269.55,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,1,1,1,0,3,1,3,0,0,4,4,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1
757,90.35,6563.4,1,0,1,1,2,0,2,1,0,2,0,1,1,1,1,2,2,1,1,0,1,1,1,1,0,3,1,3,1,1,2,3,4,4,3,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1
758,20.8,20.8,2,1,2,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,0,2,2,2,2,1,2,2,4,3,1,1,2,3,4,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
759,89.25,1907.85,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,0,0,4,4,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0
760,70.3,208.85,2,1,2,2,0,2,0,1,0,2,0,1,1,1,2,1,0,0,0,2,0,0,0,0,1,2,3,0,4,3,1,1,2,3,4,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
761,66.85,4758.8,1,0,1,1,2,0,2,2,2,0,2,2,0,0,1,2,2,1,1,0,1,1,1,1,0,3,1,3,1,1,2,3,4,4,3,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0
